date	dateNorm	deaths	cumDeaths	totalTweets	nonRTs	rTs	pos	neg	neu
1425592800.0	06/03/2015	29.0	9676.0	0	0	0	0	0	0
1425679200.0	07/03/2015	29.0	9705.0	0	0	0	0	0	0
1425765600.0	08/03/2015	29.0	9734.0	0	0	0	0	0	0
1425852000.0	09/03/2015	29.0	9763.0	0	0	0	0	0	0
1425938400.0	10/03/2015	29.0	9792.0	0	0	0	0	0	0
1426024800.0	11/03/2015	24.142857142857142	9816.14	0	0	0	0	0	0
1426111200.0	12/03/2015	24.142857142857142	9840.29	0	0	0	0	0	0
1426197600.0	13/03/2015	24.142857142857142	9864.43	0	0	0	0	0	0
1426284000.0	14/03/2015	24.142857142857142	9888.57	0	0	0	0	0	0
1426370400.0	15/03/2015	24.142857142857142	9912.71	0	0	0	0	0	0
1426456800.0	16/03/2015	24.142857142857142	9936.86	0	0	0	0	0	0
1426543200.0	17/03/2015	24.142857142857142	9961.0	0	0	0	0	0	0
1426629600.0	18/03/2015	31.142857142857142	9992.14	0	0	0	0	0	0
1426716000.0	19/03/2015	31.142857142857142	10023.29	0	0	0	0	0	0
1426802400.0	20/03/2015	31.142857142857142	10054.43	0	0	0	0	0	0
1426888800.0	21/03/2015	31.142857142857142	10085.57	0	0	0	0	0	0
1426975200.0	22/03/2015	31.142857142857142	10116.71	0	0	0	0	0	0
1427061600.0	23/03/2015	31.142857142857142	10147.86	0	0	0	0	0	0
1427148000.0	24/03/2015	31.142857142857142	10179.0	0	0	0	0	0	0
1427234400.0	25/03/2015	132.0	10311.0	0	0	0	0	0	0
1427320800.0	26/03/2015	27.0	10338.0	0	0	0	0	0	0
1427407200.0	27/03/2015	4.0	10342.0	0	0	0	0	0	0
1427493600.0	28/03/2015	4.0	10346.0	0	0	0	0	0	0
1427580000.0	29/03/2015	4.0	10350.0	0	0	0	0	0	0
1427662800.0	30/03/2015	48.0	10398.0	0	0	0	0	0	0
1427749200.0	31/03/2015	47.0	10445.0	0	0	0	0	0	0
1427835600.0	01/04/2015	0.0	10445.0	1065	825	240	4	452	609
1427922000.0	02/04/2015	3.4	10448.4	736	398	338	113	313	310
1428008400.0	03/04/2015	3.4	10451.8	899	181	718	510	25	364
1428094800.0	04/04/2015	3.4	10455.2	1285	303	982	425	306	554
1428181200.0	05/04/2015	3.4	10458.6	1140	9	1131	702	50	388
1428267600.0	06/04/2015	3.4	10462.0	643	612	31	305	265	73
